Accession,Release_Date,Species,Genus,Family,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
YP_009724394,2020-01-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,RefSeq,complete,,,"Baranov,P.V., Henderson,C.M., Anderson,C.B., Gesteland,R.F., Atkins,J.F., Howard,M.T., Robertson,M.P., Igel,H., Baertsch,R., Haussler,D., Ares,M. Jr., Scott,W.G., Williams,G.D., Chang,R.Y., Brian,D.A., Wu,F., Zhao,S., Yu,B., Chen,Y.-M., Wang,W., Hu,Y., Song,Z.-G., Tao,Z.-W., Tian,J.-H., Pei,Y.-Y., Yuan,M.L., Zhang,Y.-L., Dai,F.-H., Liu,Y., Wang,Q.-M., Zheng,J.-J., Xu,L., Holmes,E.C., Zhang,Y.-Z.","15680415, 15630477, 10482585",China,Homo sapiens,,2019-12,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
YP_009724397,2020-01-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,RefSeq,complete,,,"Baranov,P.V., Henderson,C.M., Anderson,C.B., Gesteland,R.F., Atkins,J.F., Howard,M.T., Robertson,M.P., Igel,H., Baertsch,R., Haussler,D., Ares,M. Jr., Scott,W.G., Williams,G.D., Chang,R.Y., Brian,D.A., Wu,F., Zhao,S., Yu,B., Chen,Y.-M., Wang,W., Hu,Y., Song,Z.-G., Tao,Z.-W., Tian,J.-H., Pei,Y.-Y., Yuan,M.L., Zhang,Y.-L., Dai,F.-H., Liu,Y., Wang,Q.-M., Zheng,J.-J., Xu,L., Holmes,E.C., Zhang,Y.-Z.","15680415, 15630477, 10482585",China,Homo sapiens,,2019-12,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
YP_009724390,2020-01-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,RefSeq,complete,,,"Baranov,P.V., Henderson,C.M., Anderson,C.B., Gesteland,R.F., Atkins,J.F., Howard,M.T., Robertson,M.P., Igel,H., Baertsch,R., Haussler,D., Ares,M. Jr., Scott,W.G., Williams,G.D., Chang,R.Y., Brian,D.A., Wu,F., Zhao,S., Yu,B., Chen,Y.-M., Wang,W., Hu,Y., Song,Z.-G., Tao,Z.-W., Tian,J.-H., Pei,Y.-Y., Yuan,M.L., Zhang,Y.-L., Dai,F.-H., Liu,Y., Wang,Q.-M., Zheng,J.-J., Xu,L., Holmes,E.C., Zhang,Y.-Z.","15680415, 15630477, 10482585",China,Homo sapiens,,2019-12,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
YP_009724391,2020-01-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,RefSeq,complete,,,"Baranov,P.V., Henderson,C.M., Anderson,C.B., Gesteland,R.F., Atkins,J.F., Howard,M.T., Robertson,M.P., Igel,H., Baertsch,R., Haussler,D., Ares,M. Jr., Scott,W.G., Williams,G.D., Chang,R.Y., Brian,D.A., Wu,F., Zhao,S., Yu,B., Chen,Y.-M., Wang,W., Hu,Y., Song,Z.-G., Tao,Z.-W., Tian,J.-H., Pei,Y.-Y., Yuan,M.L., Zhang,Y.-L., Dai,F.-H., Liu,Y., Wang,Q.-M., Zheng,J.-J., Xu,L., Holmes,E.C., Zhang,Y.-Z.","15680415, 15630477, 10482585",China,Homo sapiens,,2019-12,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
YP_009724392,2020-01-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,RefSeq,complete,,,"Baranov,P.V., Henderson,C.M., Anderson,C.B., Gesteland,R.F., Atkins,J.F., Howard,M.T., Robertson,M.P., Igel,H., Baertsch,R., Haussler,D., Ares,M. Jr., Scott,W.G., Williams,G.D., Chang,R.Y., Brian,D.A., Wu,F., Zhao,S., Yu,B., Chen,Y.-M., Wang,W., Hu,Y., Song,Z.-G., Tao,Z.-W., Tian,J.-H., Pei,Y.-Y., Yuan,M.L., Zhang,Y.-L., Dai,F.-H., Liu,Y., Wang,Q.-M., Zheng,J.-J., Xu,L., Holmes,E.C., Zhang,Y.-Z.","15680415, 15630477, 10482585",China,Homo sapiens,,2019-12,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
YP_009724396,2020-01-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,RefSeq,complete,,,"Baranov,P.V., Henderson,C.M., Anderson,C.B., Gesteland,R.F., Atkins,J.F., Howard,M.T., Robertson,M.P., Igel,H., Baertsch,R., Haussler,D., Ares,M. Jr., Scott,W.G., Williams,G.D., Chang,R.Y., Brian,D.A., Wu,F., Zhao,S., Yu,B., Chen,Y.-M., Wang,W., Hu,Y., Song,Z.-G., Tao,Z.-W., Tian,J.-H., Pei,Y.-Y., Yuan,M.L., Zhang,Y.-L., Dai,F.-H., Liu,Y., Wang,Q.-M., Zheng,J.-J., Xu,L., Holmes,E.C., Zhang,Y.-Z.","15680415, 15630477, 10482585",China,Homo sapiens,,2019-12,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
YP_009724389,2020-01-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,RefSeq,complete,,,"Baranov,P.V., Henderson,C.M., Anderson,C.B., Gesteland,R.F., Atkins,J.F., Howard,M.T., Robertson,M.P., Igel,H., Baertsch,R., Haussler,D., Ares,M. Jr., Scott,W.G., Williams,G.D., Chang,R.Y., Brian,D.A., Wu,F., Zhao,S., Yu,B., Chen,Y.-M., Wang,W., Hu,Y., Song,Z.-G., Tao,Z.-W., Tian,J.-H., Pei,Y.-Y., Yuan,M.L., Zhang,Y.-L., Dai,F.-H., Liu,Y., Wang,Q.-M., Zheng,J.-J., Xu,L., Holmes,E.C., Zhang,Y.-Z.","15680415, 15630477, 10482585",China,Homo sapiens,,2019-12,,orf1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QJA42032,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,4405,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF1a polyprotein [Severe acute respiratory syndrome coronavirus 2]
QJA42033,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJA42034,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
QJA42035,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QJA42036,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJA42037,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
QJA42039,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,43,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF7b [Severe acute respiratory syndrome coronavirus 2]
QJA42040,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
QJA42041,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QJA42044,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,4405,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF1a polyprotein [Severe acute respiratory syndrome coronavirus 2]
QJA42050,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
QJA42053,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QJA42055,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QJA42056,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,4405,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF1a polyprotein [Severe acute respiratory syndrome coronavirus 2]
QJA42058,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
QJA42059,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QJA42060,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJA42061,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
QJA42091,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QJA42092,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,4405,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF1a polyprotein [Severe acute respiratory syndrome coronavirus 2]
QJA42095,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QJA42099,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,43,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF7b [Severe acute respiratory syndrome coronavirus 2]
QJA42100,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
QJA42008,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,4405,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF1a polyprotein [Severe acute respiratory syndrome coronavirus 2]
QJA42009,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJA42139,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QJA42014,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
QJA42140,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,4405,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF1a polyprotein [Severe acute respiratory syndrome coronavirus 2]
QJA42141,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJA42017,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QJA42144,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJA42149,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QJA42068,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,4405,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF1a polyprotein [Severe acute respiratory syndrome coronavirus 2]
QJA42069,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJA42070,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
QJA42071,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QJA42072,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJA42074,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
QJA42155,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QJA42076,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
QJA42078,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
QJA42158,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
QJA42159,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,43,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF7b [Severe acute respiratory syndrome coronavirus 2]
QJA42160,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
QJA42079,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QJA42162,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
QJA42083,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QJA42084,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJA42085,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
QJA42188,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,4405,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-04,,ORF1a polyprotein [Severe acute respiratory syndrome coronavirus 2]
QJA42088,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
QJA42191,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-04,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QJA42090,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
QJA42103,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-04,,ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QJA42196,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-04,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
QJA42197,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-04,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QJA42105,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-04,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJA42110,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-04,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
QJA42111,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,43,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-04,,ORF7b [Severe acute respiratory syndrome coronavirus 2]
QJA42210,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-04,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
QJA42119,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QJA42223,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,7096,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-04,,ORF1ab polyprotein [Severe acute respiratory syndrome coronavirus 2]
QJA42125,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QJA42126,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,38,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF10 protein [Severe acute respiratory syndrome coronavirus 2]
QJA42225,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,1273,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-04,,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJA42226,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-04,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
QJA42227,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-04,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QJA42229,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-04,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
QJA42232,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-04,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
QJA42131,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
QJA42132,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,222,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,membrane glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJA42133,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,61,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF6 protein [Severe acute respiratory syndrome coronavirus 2]
QJA42134,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF7a protein [Severe acute respiratory syndrome coronavirus 2]
QJA42135,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,43,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF7b [Severe acute respiratory syndrome coronavirus 2]
QJA42136,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,121,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,ORF8 protein [Severe acute respiratory syndrome coronavirus 2]
QJA42137,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,419,GenBank,complete,,,"Fink,L.",,USA: VA,Homo sapiens,,2020-03,,nucleocapsid phosphoprotein [Severe acute respiratory syndrome coronavirus 2]
QJA41666,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,275,GenBank,complete,,,"Zhang,J., Tao,Y., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J., Tong,S.",,USA: WA,Homo sapiens,oronasopharynx,2020-03-19,,ORF3a protein [Severe acute respiratory syndrome coronavirus 2]
QJA41667,2020-04-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,75,GenBank,complete,,,"Zhang,J., Tao,Y., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J., Tong,S.",,USA: WA,Homo sapiens,oronasopharynx,2020-03-19,,envelope protein [Severe acute respiratory syndrome coronavirus 2]
